t,X_0.0,X_0.1,X_0.2,X_0.3,X_0.4,X_0.5,X_0.6,X_0.7,X_0.8,X_0.9,X_1.0,X_1.1,X_1.2,X_1.3,X_1.4,X_1.5,X_1.6,X_1.7,X_1.8,X_1.9,X_2.0
161880,0.166279,0.166170,0.165842,0.165294,0.164520,0.163516,0.162271,0.160777,0.159017,0.156974,0.154625,0.151936,0.148865,0.145355,0.141321,0.136638,0.131106,0.124371,0.115693,0.102969,0.054083
161940,0.166251,0.166142,0.165814,0.165266,0.164493,0.163488,0.162244,0.160750,0.158991,0.156949,0.154600,0.151912,0.148842,0.145333,0.141300,0.136618,0.131088,0.124354,0.115678,0.102957,0.054080
162000,0.166223,0.166114,0.165786,0.165238,0.164465,0.163461,0.162217,0.160723,0.158965,0.156923,0.154575,0.151888,0.148819,0.145310,0.141278,0.136598,0.131069,0.124337,0.115663,0.102945,0.054077
162060,0.166194,0.166086,0.165758,0.165210,0.164437,0.163433,0.162190,0.160697,0.158939,0.156898,0.154550,0.151863,0.148796,0.145288,0.141257,0.136578,0.131050,0.124320,0.115648,0.102932,0.054073
162120,0.166166,0.166057,0.165730,0.165183,0.164410,0.163406,0.162163,0.160670,0.158913,0.156873,0.154525,0.151839,0.148772,0.145266,0.141236,0.136558,0.131032,0.124303,0.115633,0.102920,0.054070
162180,0.166138,0.166029,0.165702,0.165155,0.164382,0.163379,0.162136,0.160644,0.158887,0.156847,0.154501,0.151815,0.148749,0.145243,0.141215,0.136538,0.131013,0.124286,0.115618,0.102908,0.054067
162240,0.166110,0.166001,0.165674,0.165127,0.164355,0.163352,0.162109,0.160617,0.158861,0.156822,0.154476,0.151791,0.148726,0.145221,0.141194,0.136518,0.130995,0.124269,0.115603,0.102896,0.054064
162300,0.166082,0.165973,0.165646,0.165099,0.164327,0.163324,0.162082,0.160591,0.158835,0.156796,0.154451,0.151767,0.148703,0.145199,0.141172,0.136498,0.130976,0.124252,0.115588,0.102884,0.054061
162360,0.166054,0.165945,0.165619,0.165071,0.164300,0.163297,0.162056,0.160564,0.158809,0.156771,0.154426,0.151743,0.148680,0.145177,0.141151,0.136478,0.130957,0.124235,0.115573,0.102871,0.054058
162420,0.166026,0.165917,0.165591,0.165044,0.164272,0.163270,0.162029,0.160538,0.158783,0.156746,0.154402,0.151719,0.148657,0.145155,0.141130,0.136458,0.130939,0.124218,0.115558,0.102859,0.054055
162480,0.165998,0.165889,0.165563,0.165016,0.164245,0.163243,0.162002,0.160511,0.158757,0.156720,0.154377,0.151695,0.148633,0.145132,0.141109,0.136438,0.130920,0.124201,0.115543,0.102847,0.054052
162540,0.165970,0.165861,0.165535,0.164988,0.164217,0.163215,0.161975,0.160485,0.158731,0.156695,0.154352,0.151672,0.148610,0.145110,0.141088,0.136418,0.130902,0.124184,0.115528,0.102835,0.054049
162600,0.165942,0.165833,0.165507,0.164961,0.164190,0.163188,0.161948,0.160459,0.158705,0.156670,0.154328,0.151648,0.148587,0.145088,0.141067,0.136398,0.130883,0.124167,0.115514,0.102823,0.054046
162660,0.165914,0.165806,0.165479,0.164933,0.164162,0.163161,0.161921,0.160432,0.158679,0.156644,0.154303,0.151624,0.148564,0.145066,0.141046,0.136379,0.130865,0.124150,0.115499,0.102811,0.054043
162720,0.165886,0.165778,0.165451,0.164905,0.164135,0.163134,0.161895,0.160406,0.158654,0.156619,0.154278,0.151600,0.148541,0.145044,0.141025,0.136359,0.130846,0.124134,0.115484,0.102798,0.054040
162780,0.165858,0.165750,0.165424,0.164878,0.164107,0.163107,0.161868,0.160380,0.158628,0.156594,0.154254,0.151576,0.148518,0.145022,0.141004,0.136339,0.130828,0.124117,0.115469,0.102786,0.054037
162840,0.165830,0.165722,0.165396,0.164850,0.164080,0.163080,0.161841,0.160353,0.158602,0.156569,0.154229,0.151552,0.148495,0.145000,0.140983,0.136319,0.130809,0.124100,0.115454,0.102774,0.054034
162900,0.165802,0.165694,0.165368,0.164822,0.164053,0.163053,0.161815,0.160327,0.158576,0.156543,0.154205,0.151528,0.148472,0.144978,0.140962,0.136299,0.130791,0.124083,0.115439,0.102762,0.054031
162960,0.165775,0.165666,0.165341,0.164795,0.164025,0.163026,0.161788,0.160301,0.158550,0.156518,0.154180,0.151505,0.148449,0.144956,0.140941,0.136279,0.130773,0.124066,0.115424,0.102750,0.054028
163020,0.165747,0.165638,0.165313,0.164767,0.163998,0.162999,0.161761,0.160275,0.158525,0.156493,0.154156,0.151481,0.148426,0.144934,0.140920,0.136260,0.130754,0.124049,0.115410,0.102738,0.054025
163080,0.165719,0.165611,0.165285,0.164740,0.163971,0.162972,0.161735,0.160248,0.158499,0.156468,0.154131,0.151457,0.148403,0.144912,0.140899,0.136240,0.130736,0.124033,0.115395,0.102726,0.054022
163140,0.165691,0.165583,0.165257,0.164712,0.163943,0.162945,0.161708,0.160222,0.158473,0.156443,0.154107,0.151433,0.148380,0.144890,0.140878,0.136220,0.130717,0.124016,0.115380,0.102714,0.054019
163200,0.165663,0.165555,0.165230,0.164685,0.163916,0.162918,0.161681,0.160196,0.158448,0.156418,0.154082,0.151410,0.148357,0.144868,0.140857,0.136200,0.130699,0.123999,0.115365,0.102702,0.054016
163260,0.165636,0.165528,0.165202,0.164657,0.163889,0.162891,0.161655,0.160170,0.158422,0.156392,0.154058,0.151386,0.148335,0.144846,0.140836,0.136181,0.130681,0.123982,0.115350,0.102690,0.054013
163320,0.165608,0.165500,0.165175,0.164630,0.163862,0.162864,0.161628,0.160144,0.158396,0.156367,0.154033,0.151362,0.148312,0.144824,0.140815,0.136161,0.130662,0.123966,0.115336,0.102678,0.054010
163380,0.165580,0.165472,0.165147,0.164603,0.163835,0.162837,0.161602,0.160118,0.158371,0.156342,0.154009,0.151338,0.148289,0.144802,0.140794,0.136141,0.130644,0.123949,0.115321,0.102666,0.054007
163440,0.165553,0.165445,0.165120,0.164575,0.163807,0.162810,0.161575,0.160091,0.158345,0.156317,0.153984,0.151315,0.148266,0.144780,0.140773,0.136122,0.130626,0.123932,0.115306,0.102654,0.054004
163500,0.165525,0.165417,0.165092,0.164548,0.163780,0.162783,0.161549,0.160065,0.158319,0.156292,0.153960,0.151291,0.148243,0.144758,0.140752,0.136102,0.130607,0.123915,0.115291,0.102642,0.054001
163560,0.165497,0.165389,0.165065,0.164521,0.163753,0.162756,0.161522,0.160039,0.158294,0.156267,0.153936,0.151267,0.148220,0.144736,0.140731,0.136082,0.130589,0.123899,0.115277,0.102630,0.053998
163620,0.165470,0.165362,0.165037,0.164493,0.163726,0.162730,0.161496,0.160013,0.158268,0.156242,0.153911,0.151244,0.148198,0.144714,0.140711,0.136063,0.130571,0.123882,0.115262,0.102618,0.053995
163680,0.165442,0.165334,0.165010,0.164466,0.163699,0.162703,0.161469,0.159987,0.158243,0.156217,0.153887,0.151220,0.148175,0.144692,0.140690,0.136043,0.130552,0.123865,0.115247,0.102606,0.053992
163740,0.165415,0.165307,0.164982,0.164439,0.163672,0.162676,0.161443,0.159961,0.158217,0.156192,0.153863,0.151197,0.148152,0.144670,0.140669,0.136023,0.130534,0.123849,0.115233,0.102594,0.053989
163800,0.165387,0.165279,0.164955,0.164411,0.163645,0.162649,0.161416,0.159935,0.158192,0.156167,0.153838,0.151173,0.148129,0.144649,0.140648,0.136004,0.130516,0.123832,0.115218,0.102582,0.053987
163860,0.165360,0.165252,0.164927,0.164384,0.163618,0.162623,0.161390,0.159909,0.158166,0.156143,0.153814,0.151150,0.148107,0.144627,0.140627,0.135984,0.130498,0.123815,0.115203,0.102570,0.053984
163920,0.165332,0.165224,0.164900,0.164357,0.163591,0.162596,0.161364,0.159883,0.158141,0.156118,0.153790,0.151126,0.148084,0.144605,0.140607,0.135965,0.130479,0.123799,0.115189,0.102558,0.053981
163980,0.165305,0.165197,0.164873,0.164330,0.163564,0.162569,0.161337,0.159857,0.158115,0.156093,0.153766,0.151103,0.148061,0.144583,0.140586,0.135945,0.130461,0.123782,0.115174,0.102546,0.053978
164040,0.165277,0.165169,0.164845,0.164302,0.163537,0.162542,0.161311,0.159831,0.158090,0.156068,0.153741,0.151079,0.148038,0.144562,0.140565,0.135925,0.130443,0.123766,0.115159,0.102534,0.053975
164100,0.165250,0.165142,0.164818,0.164275,0.163510,0.162516,0.161285,0.159806,0.158065,0.156043,0.153717,0.151056,0.148016,0.144540,0.140545,0.135906,0.130425,0.123749,0.115145,0.102522,0.053972
164160,0.165222,0.165114,0.164791,0.164248,0.163483,0.162489,0.161258,0.159780,0.158039,0.156018,0.153693,0.151032,0.147993,0.144518,0.140524,0.135886,0.130407,0.123732,0.115130,0.102510,0.053969
164220,0.165195,0.165087,0.164763,0.164221,0.163456,0.162463,0.161232,0.159754,0.158014,0.155993,0.153669,0.151009,0.147970,0.144496,0.140503,0.135867,0.130389,0.123716,0.115115,0.102498,0.053966
164280,0.165167,0.165060,0.164736,0.164194,0.163429,0.162436,0.161206,0.159728,0.157988,0.155969,0.153645,0.150985,0.147948,0.144475,0.140482,0.135847,0.130370,0.123699,0.115101,0.102486,0.053963
164340,0.165140,0.165032,0.164709,0.164167,0.163402,0.162409,0.161180,0.159702,0.157963,0.155944,0.153621,0.150962,0.147925,0.144453,0.140462,0.135828,0.130352,0.123683,0.115086,0.102474,0.053960
164400,0.165113,0.165005,0.164682,0.164140,0.163375,0.162383,0.161153,0.159676,0.157938,0.155919,0.153596,0.150938,0.147903,0.144431,0.140441,0.135808,0.130334,0.123666,0.115072,0.102462,0.053957
164460,0.165085,0.164978,0.164654,0.164113,0.163349,0.162356,0.161127,0.159651,0.157912,0.155894,0.153572,0.150915,0.147880,0.144410,0.140421,0.135789,0.130316,0.123650,0.115057,0.102450,0.053954
164520,0.165058,0.164951,0.164627,0.164086,0.163322,0.162330,0.161101,0.159625,0.157887,0.155870,0.153548,0.150892,0.147858,0.144388,0.140400,0.135770,0.130298,0.123633,0.115043,0.102438,0.053951
164580,0.165031,0.164923,0.164600,0.164059,0.163295,0.162303,0.161075,0.159599,0.157862,0.155845,0.153524,0.150868,0.147835,0.144366,0.140379,0.135750,0.130280,0.123617,0.115028,0.102427,0.053949
164640,0.165004,0.164896,0.164573,0.164032,0.163268,0.162277,0.161049,0.159573,0.157837,0.155820,0.153500,0.150845,0.147813,0.144345,0.140359,0.135731,0.130262,0.123600,0.115013,0.102415,0.053946
164700,0.164976,0.164869,0.164546,0.164005,0.163242,0.162250,0.161023,0.159548,0.157811,0.155796,0.153476,0.150822,0.147790,0.144323,0.140338,0.135711,0.130244,0.123584,0.114999,0.102403,0.053943
164760,0.164949,0.164842,0.164519,0.163978,0.163215,0.162224,0.160996,0.159522,0.157786,0.155771,0.153452,0.150798,0.147768,0.144302,0.140318,0.135692,0.130226,0.123567,0.114984,0.102391,0.053940
164820,0.164922,0.164814,0.164492,0.163951,0.163188,0.162197,0.160970,0.159496,0.157761,0.155746,0.153428,0.150775,0.147745,0.144280,0.140297,0.135673,0.130208,0.123551,0.114970,0.102379,0.053937
164880,0.164895,0.164787,0.164465,0.163924,0.163161,0.162171,0.160944,0.159471,0.157736,0.155722,0.153404,0.150752,0.147723,0.144258,0.140277,0.135653,0.130190,0.123534,0.114955,0.102367,0.053934
164940,0.164867,0.164760,0.164438,0.163897,0.163135,0.162145,0.160918,0.159445,0.157711,0.155697,0.153380,0.150729,0.147700,0.144237,0.140256,0.135634,0.130172,0.123518,0.114941,0.102355,0.053931
165000,0.164840,0.164733,0.164410,0.163870,0.163108,0.162118,0.160892,0.159419,0.157686,0.155673,0.153356,0.150705,0.147678,0.144215,0.140236,0.135615,0.130154,0.123502,0.114926,0.102344,0.053928
165060,0.164813,0.164706,0.164383,0.163843,0.163081,0.162092,0.160866,0.159394,0.157661,0.155648,0.153332,0.150682,0.147655,0.144194,0.140215,0.135595,0.130136,0.123485,0.114912,0.102332,0.053925
165120,0.164786,0.164679,0.164357,0.163817,0.163055,0.162066,0.160840,0.159368,0.157635,0.155623,0.153308,0.150659,0.147633,0.144172,0.140195,0.135576,0.130118,0.123469,0.114897,0.102320,0.053923
165180,0.164759,0.164652,0.164330,0.163790,0.163028,0.162039,0.160814,0.159343,0.157610,0.155599,0.153285,0.150636,0.147611,0.144151,0.140174,0.135557,0.130100,0.123452,0.114883,0.102308,0.053920
165240,0.164732,0.164625,0.164303,0.163763,0.163002,0.162013,0.160788,0.159317,0.157585,0.155574,0.153261,0.150613,0.147588,0.144130,0.140154,0.135537,0.130082,0.123436,0.114869,0.102296,0.053917
165300,0.164705,0.164598,0.164276,0.163736,0.162975,0.161987,0.160762,0.159292,0.157560,0.155550,0.153237,0.150590,0.147566,0.144108,0.140133,0.135518,0.130064,0.123420,0.114854,0.102285,0.053914
165360,0.164678,0.164571,0.164249,0.163709,0.162949,0.161960,0.160737,0.159266,0.157535,0.155525,0.153213,0.150566,0.147544,0.144087,0.140113,0.135499,0.130046,0.123403,0.114840,0.102273,0.053911
165420,0.164651,0.164544,0.164222,0.163683,0.162922,0.161934,0.160711,0.159241,0.157510,0.155501,0.153189,0.150543,0.147521,0.144065,0.140093,0.135480,0.130028,0.123387,0.114825,0.102261,0.053908
165480,0.164624,0.164517,0.164195,0.163656,0.162896,0.161908,0.160685,0.159215,0.157485,0.155477,0.153165,0.150520,0.147499,0.144044,0.140072,0.135460,0.130010,0.123371,0.114811,0.102249,0.053905
165540,0.164597,0.164490,0.164168,0.163629,0.162869,0.161882,0.160659,0.159190,0.157460,0.155452,0.153142,0.150497,0.147477,0.144022,0.140052,0.135441,0.129992,0.123354,0.114796,0.102238,0.053903
165600,0.164570,0.164463,0.164141,0.163603,0.162843,0.161856,0.160633,0.159164,0.157435,0.155428,0.153118,0.150474,0.147454,0.144001,0.140032,0.135422,0.129974,0.123338,0.114782,0.102226,0.053900
165660,0.164543,0.164436,0.164115,0.163576,0.162816,0.161829,0.160607,0.159139,0.157410,0.155403,0.153094,0.150451,0.147432,0.143980,0.140011,0.135403,0.129957,0.123322,0.114768,0.102214,0.053897
165720,0.164516,0.164409,0.164088,0.163549,0.162790,0.161803,0.160581,0.159114,0.157386,0.155379,0.153070,0.150428,0.147410,0.143958,0.139991,0.135384,0.129939,0.123305,0.114753,0.102202,0.053894
165780,0.164489,0.164382,0.164061,0.163523,0.162763,0.161777,0.160556,0.159088,0.157361,0.155355,0.153047,0.150405,0.147388,0.143937,0.139971,0.135364,0.129921,0.123289,0.114739,0.102191,0.053891
165840,0.164462,0.164356,0.164034,0.163496,0.162737,0.161751,0.160530,0.159063,0.157336,0.155330,0.153023,0.150382,0.147366,0.143916,0.139950,0.135345,0.129903,0.123273,0.114725,0.102179,0.053888
165900,0.164436,0.164329,0.164008,0.163470,0.162711,0.161725,0.160504,0.159038,0.157311,0.155306,0.152999,0.150359,0.147343,0.143895,0.139930,0.135326,0.129885,0.123257,0.114710,0.102167,0.053886
165960,0.164409,0.164302,0.163981,0.163443,0.162684,0.161699,0.160478,0.159012,0.157286,0.155282,0.152976,0.150336,0.147321,0.143873,0.139910,0.135307,0.129867,0.123240,0.114696,0.102155,0.053883
166020,0.164382,0.164275,0.163954,0.163416,0.162658,0.161673,0.160453,0.158987,0.157261,0.155258,0.152952,0.150313,0.147299,0.143852,0.139889,0.135288,0.129850,0.123224,0.114682,0.102144,0.053880
166080,0.164355,0.164248,0.163927,0.163390,0.162632,0.161647,0.160427,0.158962,0.157236,0.155233,0.152928,0.150290,0.147277,0.143831,0.139869,0.135269,0.129832,0.123208,0.114667,0.102132,0.053877
166140,0.164328,0.164222,0.163901,0.163363,0.162605,0.161621,0.160401,0.158936,0.157212,0.155209,0.152905,0.150267,0.147255,0.143810,0.139849,0.135250,0.129814,0.123192,0.114653,0.102120,0.053874
166200,0.164302,0.164195,0.163874,0.163337,0.162579,0.161595,0.160376,0.158911,0.157187,0.155185,0.152881,0.150244,0.147233,0.143788,0.139829,0.135231,0.129796,0.123175,0.114639,0.102109,0.053871
166260,0.164275,0.164168,0.163848,0.163311,0.162553,0.161569,0.160350,0.158886,0.157162,0.155161,0.152857,0.150221,0.147211,0.143767,0.139809,0.135212,0.129779,0.123159,0.114624,0.102097,0.053869
166320,0.164248,0.164142,0.163821,0.163284,0.162527,0.161543,0.160325,0.158861,0.157137,0.155136,0.152834,0.150199,0.147189,0.143746,0.139788,0.135193,0.129761,0.123143,0.114610,0.102085,0.053866
166380,0.164222,0.164115,0.163794,0.163258,0.162500,0.161517,0.160299,0.158836,0.157113,0.155112,0.152810,0.150176,0.147166,0.143725,0.139768,0.135174,0.129743,0.123127,0.114596,0.102074,0.053863
166440,0.164195,0.164088,0.163768,0.163231,0.162474,0.161491,0.160273,0.158810,0.157088,0.155088,0.152787,0.150153,0.147144,0.143704,0.139748,0.135155,0.129725,0.123111,0.114582,0.102062,0.053860
166500,0.164168,0.164062,0.163741,0.163205,0.162448,0.161465,0.160248,0.158785,0.157063,0.155064,0.152763,0.150130,0.147122,0.143683,0.139728,0.135136,0.129708,0.123095,0.114567,0.102051,0.053857
166560,0.164142,0.164035,0.163715,0.163179,0.162422,0.161439,0.160222,0.158760,0.157039,0.155040,0.152740,0.150107,0.147100,0.143661,0.139708,0.135117,0.129690,0.123078,0.114553,0.102039,0.053855
166620,0.164115,0.164008,0.163688,0.163152,0.162396,0.161413,0.160197,0.158735,0.157014,0.155016,0.152716,0.150085,0.147078,0.143640,0.139688,0.135098,0.129672,0.123062,0.114539,0.102027,0.053852
166680,0.164088,0.163982,0.163662,0.163126,0.162370,0.161388,0.160171,0.158710,0.156989,0.154992,0.152693,0.150062,0.147056,0.143619,0.139668,0.135079,0.129655,0.123046,0.114525,0.102016,0.053849
166740,0.164062,0.163955,0.163635,0.163100,0.162344,0.161362,0.160146,0.158685,0.156965,0.154968,0.152669,0.150039,0.147034,0.143598,0.139648,0.135060,0.129637,0.123030,0.114511,0.102004,0.053846
166800,0.164035,0.163929,0.163609,0.163073,0.162318,0.161336,0.160120,0.158660,0.156940,0.154944,0.152646,0.150016,0.147013,0.143577,0.139628,0.135041,0.129620,0.123014,0.114496,0.101992,0.053843
166860,0.164009,0.163902,0.163583,0.163047,0.162292,0.161310,0.160095,0.158635,0.156916,0.154920,0.152623,0.149994,0.146991,0.143556,0.139608,0.135022,0.129602,0.122998,0.114482,0.101981,0.053841
166920,0.163982,0.163876,0.163556,0.163021,0.162265,0.161284,0.160069,0.158610,0.156891,0.154895,0.152599,0.149971,0.146969,0.143535,0.139587,0.135003,0.129584,0.122982,0.114468,0.101969,0.053838
166980,0.163956,0.163849,0.163530,0.162995,0.162239,0.161259,0.160044,0.158585,0.156867,0.154872,0.152576,0.149948,0.146947,0.143514,0.139567,0.134984,0.129567,0.122966,0.114454,0.101958,0.053835
167040,0.163929,0.163823,0.163503,0.162968,0.162213,0.161233,0.160019,0.158560,0.156842,0.154848,0.152552,0.149926,0.146925,0.143493,0.139547,0.134965,0.129549,0.122950,0.114440,0.101946,0.053832
167100,0.163903,0.163797,0.163477,0.162942,0.162188,0.161207,0.159993,0.158535,0.156818,0.154824,0.152529,0.149903,0.146903,0.143472,0.139527,0.134946,0.129532,0.122934,0.114426,0.101935,0.053830
167160,0.163876,0.163770,0.163451,0.162916,0.162162,0.161182,0.159968,0.158510,0.156793,0.154800,0.152506,0.149880,0.146881,0.143451,0.139507,0.134928,0.129514,0.122918,0.114411,0.101923,0.053827
167220,0.163850,0.163744,0.163424,0.162890,0.162136,0.161156,0.159943,0.158485,0.156769,0.154776,0.152482,0.149858,0.146859,0.143430,0.139488,0.134909,0.129496,0.122902,0.114397,0.101912,0.053824
167280,0.163823,0.163717,0.163398,0.162864,0.162110,0.161130,0.159917,0.158460,0.156744,0.154752,0.152459,0.149835,0.146838,0.143409,0.139468,0.134890,0.129479,0.122886,0.114383,0.101900,0.053821
167340,0.163797,0.163691,0.163372,0.162838,0.162084,0.161105,0.159892,0.158435,0.156720,0.154728,0.152436,0.149812,0.146816,0.143388,0.139448,0.134871,0.129461,0.122870,0.114369,0.101888,0.053819
167400,0.163771,0.163665,0.163346,0.162811,0.162058,0.161079,0.159867,0.158410,0.156695,0.154704,0.152413,0.149790,0.146794,0.143367,0.139428,0.134852,0.129444,0.122854,0.114355,0.101877,0.053816
167460,0.163744,0.163638,0.163319,0.162785,0.162032,0.161053,0.159841,0.158385,0.156671,0.154680,0.152389,0.149767,0.146772,0.143346,0.139408,0.134833,0.129426,0.122838,0.114341,0.101865,0.053813
167520,0.163718,0.163612,0.163293,0.162759,0.162006,0.161028,0.159816,0.158360,0.156646,0.154656,0.152366,0.149745,0.146750,0.143325,0.139388,0.134815,0.129409,0.122822,0.114327,0.101854,0.053810
167580,0.163692,0.163586,0.163267,0.162733,0.161980,0.161002,0.159791,0.158336,0.156622,0.154632,0.152343,0.149722,0.146729,0.143305,0.139368,0.134796,0.129391,0.122806,0.114313,0.101842,0.053808
167640,0.163665,0.163560,0.163241,0.162707,0.161955,0.160977,0.159766,0.158311,0.156598,0.154609,0.152320,0.149700,0.146707,0.143284,0.139348,0.134777,0.129374,0.122790,0.114299,0.101831,0.053805
167700,0.163639,0.163533,0.163215,0.162681,0.161929,0.160951,0.159741,0.158286,0.156573,0.154585,0.152297,0.149677,0.146685,0.143263,0.139328,0.134758,0.129357,0.122774,0.114285,0.101819,0.053802
167760,0.163613,0.163507,0.163189,0.162655,0.161903,0.160926,0.159715,0.158261,0.156549,0.154561,0.152273,0.149655,0.146663,0.143242,0.139308,0.134740,0.129339,0.122758,0.114270,0.101808,0.053799
167820,0.163587,0.163481,0.163163,0.162629,0.161877,0.160900,0.159690,0.158236,0.156525,0.154537,0.152250,0.149632,0.146642,0.143221,0.139289,0.134721,0.129322,0.122742,0.114256,0.101796,0.053797
167880,0.163560,0.163455,0.163136,0.162603,0.161851,0.160875,0.159665,0.158212,0.156501,0.154514,0.152227,0.149610,0.146620,0.143200,0.139269,0.134702,0.129304,0.122726,0.114242,0.101785,0.053794
167940,0.163534,0.163428,0.163110,0.162577,0.161826,0.160849,0.159640,0.158187,0.156476,0.154490,0.152204,0.149587,0.146598,0.143180,0.139249,0.134684,0.129287,0.122710,0.114228,0.101774,0.053791
168000,0.163508,0.163402,0.163084,0.162552,0.161800,0.160824,0.159615,0.158162,0.156452,0.154466,0.152181,0.149565,0.146577,0.143159,0.139229,0.134665,0.129270,0.122694,0.114214,0.101762,0.053789
168060,0.163482,0.163376,0.163058,0.162526,0.161774,0.160798,0.159590,0.158138,0.156428,0.154442,0.152158,0.149543,0.146555,0.143138,0.139209,0.134646,0.129252,0.122679,0.114200,0.101751,0.053786
168120,0.163456,0.163350,0.163032,0.162500,0.161749,0.160773,0.159565,0.158113,0.156404,0.154419,0.152135,0.149520,0.146534,0.143117,0.139190,0.134628,0.129235,0.122663,0.114186,0.101739,0.053783
168180,0.163430,0.163324,0.163006,0.162474,0.161723,0.160748,0.159540,0.158088,0.156379,0.154395,0.152112,0.149498,0.146512,0.143097,0.139170,0.134609,0.129217,0.122647,0.114172,0.101728,0.053780
168240,0.163404,0.163298,0.162980,0.162448,0.161697,0.160722,0.159515,0.158064,0.156355,0.154372,0.152089,0.149475,0.146490,0.143076,0.139150,0.134590,0.129200,0.122631,0.114158,0.101716,0.053778
168300,0.163378,0.163272,0.162954,0.162422,0.161672,0.160697,0.159490,0.158039,0.156331,0.154348,0.152066,0.149453,0.146469,0.143055,0.139130,0.134572,0.129183,0.122615,0.114144,0.101705,0.053775
168360,0.163351,0.163246,0.162928,0.162396,0.161646,0.160672,0.159465,0.158014,0.156307,0.154324,0.152043,0.149431,0.146447,0.143035,0.139111,0.134553,0.129165,0.122599,0.114131,0.101694,0.053772
168420,0.163325,0.163220,0.162902,0.162371,0.161621,0.160646,0.159440,0.157990,0.156283,0.154301,0.152020,0.149409,0.146426,0.143014,0.139091,0.134535,0.129148,0.122584,0.114117,0.101682,0.053770
168480,0.163299,0.163194,0.162876,0.162345,0.161595,0.160621,0.159415,0.157965,0.156259,0.154277,0.151997,0.149386,0.146404,0.142993,0.139071,0.134516,0.129131,0.122568,0.114103,0.101671,0.053767
168540,0.163273,0.163168,0.162851,0.162319,0.161570,0.160596,0.159390,0.157941,0.156235,0.154254,0.151974,0.149364,0.146383,0.142973,0.139052,0.134498,0.129114,0.122552,0.114089,0.101659,0.053764
168600,0.163247,0.163142,0.162825,0.162293,0.161544,0.160571,0.159365,0.157916,0.156211,0.154230,0.151951,0.149342,0.146361,0.142952,0.139032,0.134479,0.129096,0.122536,0.114075,0.101648,0.053762
168660,0.163221,0.163116,0.162799,0.162268,0.161519,0.160545,0.159340,0.157892,0.156187,0.154206,0.151928,0.149319,0.146340,0.142931,0.139012,0.134460,0.129079,0.122521,0.114061,0.101637,0.053759
168720,0.163195,0.163090,0.162773,0.162242,0.161493,0.160520,0.159315,0.157867,0.156163,0.154183,0.151905,0.149297,0.146318,0.142911,0.138993,0.134442,0.129062,0.122505,0.114047,0.101625,0.053756
168780,0.163170,0.163064,0.162747,0.162216,0.161468,0.160495,0.159290,0.157843,0.156139,0.154159,0.151882,0.149275,0.146297,0.142890,0.138973,0.134423,0.129045,0.122489,0.114033,0.101614,0.053753
168840,0.163144,0.163038,0.162721,0.162191,0.161442,0.160470,0.159265,0.157818,0.156115,0.154136,0.151859,0.149253,0.146275,0.142870,0.138954,0.134405,0.129027,0.122473,0.114019,0.101603,0.053751
168900,0.163118,0.163012,0.162696,0.162165,0.161417,0.160445,0.159241,0.157794,0.156091,0.154113,0.151836,0.149231,0.146254,0.142849,0.138934,0.134386,0.129010,0.122458,0.114005,0.101591,0.053748
168960,0.163092,0.162987,0.162670,0.162140,0.161391,0.160419,0.159216,0.157769,0.156067,0.154089,0.151813,0.149208,0.146233,0.142829,0.138914,0.134368,0.128993,0.122442,0.113992,0.101580,0.053745
169020,0.163066,0.162961,0.162644,0.162114,0.161366,0.160394,0.159191,0.157745,0.156043,0.154066,0.151791,0.149186,0.146211,0.142808,0.138895,0.134350,0.128976,0.122426,0.113978,0.101569,0.053743
169080,0.163040,0.162935,0.162618,0.162088,0.161341,0.160369,0.159166,0.157721,0.156019,0.154042,0.151768,0.149164,0.146190,0.142787,0.138875,0.134331,0.128959,0.122411,0.113964,0.101557,0.053740
169140,0.163014,0.162909,0.162593,0.162063,0.161315,0.160344,0.159141,0.157696,0.155995,0.154019,0.151745,0.149142,0.146169,0.142767,0.138856,0.134313,0.128941,0.122395,0.113950,0.101546,0.053737
169200,0.162989,0.162883,0.162567,0.162037,0.161290,0.160319,0.159117,0.157672,0.155971,0.153996,0.151722,0.149120,0.146147,0.142747,0.138836,0.134294,0.128924,0.122379,0.113936,0.101535,0.053735
169260,0.162963,0.162858,0.162541,0.162012,0.161265,0.160294,0.159092,0.157648,0.155947,0.153972,0.151699,0.149098,0.146126,0.142726,0.138817,0.134276,0.128907,0.122364,0.113922,0.101523,0.053732
169320,0.162937,0.162832,0.162516,0.161986,0.161239,0.160269,0.159067,0.157623,0.155923,0.153949,0.151677,0.149076,0.146105,0.142706,0.138797,0.134257,0.128890,0.122348,0.113909,0.101512,0.053730
169380,0.162911,0.162806,0.162490,0.161961,0.161214,0.160244,0.159042,0.157599,0.155899,0.153925,0.151654,0.149054,0.146083,0.142685,0.138778,0.134239,0.128873,0.122332,0.113895,0.101501,0.053727
169440,0.162886,0.162780,0.162464,0.161935,0.161189,0.160219,0.159018,0.157575,0.155875,0.153902,0.151631,0.149032,0.146062,0.142665,0.138758,0.134221,0.128856,0.122317,0.113881,0.101490,0.053724
169500,0.162860,0.162755,0.162439,0.161910,0.161163,0.160194,0.158993,0.157550,0.155852,0.153879,0.151609,0.149010,0.146041,0.142644,0.138739,0.134202,0.128839,0.122301,0.113867,0.101478,0.053722
